"","Estimator","Rho_svy","fn_svy","fp_svy","Rho_sen","fn_sen","fp_sen","Theta","ThetaHat","SE","RB","CV","RRMSE","fn_sen_label","fp_sen_label"
"95","HUG_GLM",1,0,0,1,0.6,0.05,331839,404928.899860128,7334.72798439996,0.220257112214441,0.0221032729257259,0.221352353970618,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"96","HUG_XGB",1,0,0,1,0.6,0.05,331839,404686.352562891,7690.12435556444,0.219526193614649,0.023174263289018,0.2207338345092,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"97","Survey",1,0.3,0,1,0.6,0.05,331839,232818.181818182,4531.55612095732,-0.298400182563888,0.0136558877074645,0.298709369438841,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"98","LP",1,0.3,0,1,0.6,0.05,331839,404562.074373077,7843.21456573248,0.219151680101123,0.0236356021014181,0.220409877639308,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"99","HUG_GLM",1,0.3,0,1,0.6,0.05,331839,404432.049247526,7878.29886511379,0.218759848141796,0.0237413289731279,0.220031555358358,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"100","HUG_XGB",1,0.3,0,1,0.6,0.05,331839,406266.762129369,8099.11175978992,0.224288772957276,0.0244067507429504,0.225599614941361,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"101","Survey",1,0.6,0,1,0.6,0.05,331839,133001.948051948,3401.12923744704,-0.599197357598269,0.0102493354833128,0.599284132729892,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"102","LP",1,0.6,0,1,0.6,0.05,331839,403284.584814553,11179.989402819,0.215301953099404,0.0336910049837993,0.217895993508527,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"103","HUG_GLM",1,0.6,0,1,0.6,0.05,331839,404360.630703683,10580.6560764681,0.218544627676924,0.031884908273193,0.220835312367111,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"104","HUG_XGB",1,0.6,0,1,0.6,0.05,331839,409269.737457422,11245.8409088455,0.233338267826934,0.0338894491269726,0.235762077202807,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"105","Survey",1,0.9,0,1,0.6,0.05,331839,33077.2727272727,1773.85709563723,-0.90032132230608,0.00534553532175914,0.900337032671302,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"106","LP",1,0.9,0,1,0.6,0.05,331839,406592.853813449,20320.0408164273,0.225271453365785,0.0612346373284252,0.233365403824537,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"107","HUG_GLM",1,0.9,0,1,0.6,0.05,331839,408576.536025486,20646.7573214817,0.231249298682451,0.0622192006409183,0.239392470182829,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"108","HUG_XGB",1,0.9,0,1,0.6,0.05,331839,439155.029820942,25293.9265447825,0.323397882168588,0.0762234895379462,0.332171808474012,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.05"
"109","Survey",1,0,0,1,0.9,0.05,331839,332193.506493506,6016.83878866008,0.00106830870845949,0.0181318012308984,0.0180725171798123,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"110","LP",1,0,0,1,0.9,0.05,331839,628955.591183656,22582.2003007002,0.895363688968613,0.0680516765681557,0.897920294848258,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"111","HUG_GLM",1,0,0,1,0.9,0.05,331839,638325.577636128,22860.1369179801,0.923600232751812,0.06888924122234,0.926140194689675,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"112","HUG_XGB",1,0,0,1,0.9,0.05,331839,633580.213723988,26843.4518914501,0.909300033220893,0.080892998988817,0.912855295722201,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"113","Survey",1,0.3,0,1,0.9,0.05,331839,232818.181818182,4531.55612095732,-0.298400182563888,0.0136558877074645,0.298709369438841,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"114","LP",1,0.3,0,1,0.9,0.05,331839,622641.670667266,29805.0888066666,0.876336629110097,0.0898179201560596,0.880881645689928,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"115","HUG_GLM",1,0.3,0,1,0.9,0.05,331839,622069.084248342,26827.6985000293,0.874611134460813,0.0808455259931151,0.878302496640652,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"116","HUG_XGB",1,0.3,0,1,0.9,0.05,331839,638923.509375808,31303.7386785445,0.925402105767581,0.0943341158771106,0.930149984423591,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"117","Survey",1,0.6,0,1,0.9,0.05,331839,133001.948051948,3401.12923744704,-0.599197357598269,0.0102493354833128,0.599284132729892,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"118","LP",1,0.6,0,1,0.9,0.05,331839,625609.189236366,35202.837809411,0.885279274697566,0.106084088396514,0.891549600236498,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"119","HUG_GLM",1,0.6,0,1,0.9,0.05,331839,632046.179399295,36332.5032297965,0.904677206112888,0.109488345944258,0.911212745838674,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"120","HUG_XGB",1,0.6,0,1,0.9,0.05,331839,677513.893424519,50592.733406942,1.04169459715259,0.15246168595898,1.0526821712965,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"121","Survey",1,0.9,0,1,0.9,0.05,331839,33077.2727272727,1773.85709563723,-0.90032132230608,0.00534553532175914,0.900337032671302,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"122","LP",1,0.9,0,1,0.9,0.05,331839,641231.760200117,101500.41847713,0.932358041701297,0.305872481767153,0.980772100580176,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"123","HUG_GLM",1,0.9,0,1,0.9,0.05,331839,675819.959961505,138371.304626543,1.03658991246208,0.416983249788429,1.11653702442697,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"124","HUG_XGB",1,0.9,0,1,0.9,0.05,331839,951885.233460898,250958.30914382,1.86851525426758,0.75626526461272,2.01434034720694,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.05"
"125","Survey",1,0,0,1,0,0.1,331839,332193.506493506,6016.83878866008,0.00106830870845949,0.0181318012308984,0.0180725171798123,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"126","LP",1,0,0,1,0,0.1,331839,389744.29,1210.77714666609,0.174498145184864,0.00364868851059126,0.174535905966442,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"127","HUG_GLM",1,0,0,1,0,0.1,331839,390128.571428739,5834.69565334576,0.175656180945397,0.017582911150726,0.176525242051132,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"128","HUG_XGB",1,0,0,1,0,0.1,331839,390141.567258612,5833.99441123072,0.175695344003002,0.0175807979509061,0.176564004022218,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"129","Survey",1,0.3,0,1,0,0.1,331839,232818.181818182,4531.55612095732,-0.298400182563888,0.0136558877074645,0.298709369438841,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"130","LP",1,0.3,0,1,0,0.1,331839,389781.08,1251.88917991485,0.1746090122017,0.00377258001595608,0.174649354932764,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"131","HUG_GLM",1,0.3,0,1,0,0.1,331839,389898.701299157,5983.84457408021,0.174963465111566,0.0180323728497259,0.175881007871037,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"132","HUG_XGB",1,0.3,0,1,0,0.1,331839,389952.177458013,5983.97945605654,0.17512461602769,0.0180327793178515,0.176041360076185,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"133","Survey",1,0.6,0,1,0,0.1,331839,133001.948051948,3401.12923744704,-0.599197357598269,0.0102493354833128,0.599284132729892,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"134","LP",1,0.6,0,1,0,0.1,331839,389639.12,1308.20105704611,0.174181214384084,0.0039422763962226,0.174225375798322,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"135","HUG_GLM",1,0.6,0,1,0,0.1,331839,389465.584416328,5785.80821771627,0.173658263243104,0.0174355883959278,0.17452264076015,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"136","HUG_XGB",1,0.6,0,1,0,0.1,331839,389613.615270066,5781.83567860516,0.174104355636516,0.0174236171113256,0.174965348742304,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"137","Survey",1,0.9,0,1,0,0.1,331839,33077.2727272727,1773.85709563723,-0.90032132230608,0.00534553532175914,0.900337032671302,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"138","LP",1,0.9,0,1,0,0.1,331839,389793.17,1246.76983088785,0.174645445532321,0.00375715280870498,0.174685450683332,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"139","HUG_GLM",1,0.9,0,1,0,0.1,331839,389795.454546489,5772.7529483419,0.174652330035015,0.0173962462168157,0.175507947043065,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"140","HUG_XGB",1,0.9,0,1,0,0.1,331839,390598.617887576,5771.37459796786,0.177072670444331,0.0173920925447818,0.177916246173704,"&#950;<sup>sen</sup>: 0","&#958;<sup>sen</sup>: 0.1"
"141","Survey",1,0,0,1,0.3,0.1,331839,332193.506493506,6016.83878866008,0.00106830870845949,0.0181318012308984,0.0180725171798123,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"142","LP",1,0,0,1,0.3,0.1,331839,414175.117789512,3865.04992293358,0.248120678369668,0.0116473649056729,0.2483911744261,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"143","HUG_GLM",1,0,0,1,0.3,0.1,331839,415045.135555198,5810.10202892848,0.250742485226866,0.0175087980283465,0.251346944135111,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"144","HUG_XGB",1,0,0,1,0.3,0.1,331839,415186.091696038,5826.67349479927,0.251167257905304,0.0175587362992272,0.251774139998315,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"145","Survey",1,0.3,0,1,0.3,0.1,331839,232818.181818182,4531.55612095732,-0.298400182563888,0.0136558877074645,0.298709369438841,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"146","LP",1,0.3,0,1,0.3,0.1,331839,414524.835197332,4105.31742209479,0.249174555122609,0.0123714133121628,0.249478416439614,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"147","HUG_GLM",1,0.3,0,1,0.3,0.1,331839,414899.377269176,6035.8683107997,0.250303241237998,0.0181891468778525,0.250956667948374,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"148","HUG_XGB",1,0.3,0,1,0.3,0.1,331839,415559.33715785,6134.70557457367,0.25229203667396,0.018486993917453,0.252961702681963,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"149","Survey",1,0.6,0,1,0.3,0.1,331839,133001.948051948,3401.12923744704,-0.599197357598269,0.0102493354833128,0.599284132729892,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"150","LP",1,0.6,0,1,0.3,0.1,331839,413587.305485148,5793.70482620698,0.246349300368997,0.0174593849011327,0.246961048775326,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"151","HUG_GLM",1,0.6,0,1,0.3,0.1,331839,413781.89912061,7461.92464371996,0.246935710150433,0.0224865812750158,0.247947242012413,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"152","HUG_XGB",1,0.6,0,1,0.3,0.1,331839,415508.514088952,7567.60708092287,0.252138880869796,0.0228050563102073,0.25315782653051,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"153","Survey",1,0.9,0,1,0.3,0.1,331839,33077.2727272727,1773.85709563723,-0.90032132230608,0.00534553532175914,0.900337032671302,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"154","LP",1,0.9,0,1,0.3,0.1,331839,416186.349447173,11351.2040555019,0.254181544204187,0.0342069619770489,0.256450136477342,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"155","HUG_GLM",1,0.9,0,1,0.3,0.1,331839,417008.773798511,12044.3954694356,0.256659927852094,0.0362959009321858,0.25918822709621,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"156","HUG_XGB",1,0.9,0,1,0.3,0.1,331839,425683.803716489,13914.0970987829,0.282802213472463,0.0419302646728773,0.285863004898337,"&#950;<sup>sen</sup>: 0.3","&#958;<sup>sen</sup>: 0.1"
"157","Survey",1,0,0,1,0.6,0.1,331839,332193.506493506,6016.83878866008,0.00106830870845949,0.0181318012308984,0.0180725171798123,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"158","LP",1,0,0,1,0.6,0.1,331839,476891.173435693,6964.27924427692,0.437116111836442,0.0209869221046258,0.437614603980991,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"159","HUG_GLM",1,0,0,1,0.6,0.1,331839,476841.595685032,7672.12699059515,0.436966708810695,0.0231200280575675,0.437571816904677,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"160","HUG_XGB",1,0,0,1,0.6,0.1,331839,476623.62284683,8599.07753043138,0.436309845578216,0.0259134023741374,0.437071013368382,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"161","Survey",1,0.3,0,1,0.6,0.1,331839,232818.181818182,4531.55612095732,-0.298400182563888,0.0136558877074645,0.298709369438841,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"162","LP",1,0.3,0,1,0.6,0.1,331839,476894.888105136,9150.18150484884,0.437127306028333,0.0275741594714571,0.437987457130269,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"163","HUG_GLM",1,0.3,0,1,0.6,0.1,331839,476979.593651137,9070.48899540209,0.437382567001277,0.0273340053321101,0.438227322614243,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"164","HUG_XGB",1,0.3,0,1,0.6,0.1,331839,479351.628937476,9694.74474602402,0.444530718021317,0.0292152060065996,0.445480136755766,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"165","Survey",1,0.6,0,1,0.6,0.1,331839,133001.948051948,3401.12923744704,-0.599197357598269,0.0102493354833128,0.599284132729892,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"166","LP",1,0.6,0,1,0.6,0.1,331839,475284.329475671,13084.1798846981,0.432273872196067,0.039429301211425,0.434050485173629,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"167","HUG_GLM",1,0.6,0,1,0.6,0.1,331839,476364.441931449,11831.1483828603,0.435528801411072,0.0356532787974298,0.436971145025255,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"168","HUG_XGB",1,0.6,0,1,0.6,0.1,331839,482680.866085245,13180.0411694979,0.454563406004855,0.0397181801099264,0.45627803866904,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"169","Survey",1,0.9,0,1,0.6,0.1,331839,33077.2727272727,1773.85709563723,-0.90032132230608,0.00534553532175914,0.900337032671302,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"170","LP",1,0.9,0,1,0.6,0.1,331839,479140.180899187,24336.2966243192,0.443893517335777,0.0733376626144582,0.449851179128056,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"171","HUG_GLM",1,0.9,0,1,0.6,0.1,331839,481842.501461731,24741.2781648019,0.452036986194302,0.0745580783596921,0.458083785857818,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"172","HUG_XGB",1,0.9,0,1,0.6,0.1,331839,519490.402534484,31807.7755290851,0.565489296117949,0.095853035746507,0.573475431418973,"&#950;<sup>sen</sup>: 0.6","&#958;<sup>sen</sup>: 0.1"
"173","Survey",1,0,0,1,0.9,0.1,331839,332193.506493506,6016.83878866008,0.00106830870845949,0.0181318012308984,0.0180725171798123,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"174","LP",1,0,0,1,0.9,0.1,331839,921268.083182511,34759.5823459096,1.77625017910044,0.104748333818236,1.77930525488396,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"175","HUG_GLM",1,0,0,1,0.9,0.1,331839,937390.595886881,34279.8634703975,1.82483552532066,0.10330269639915,1.82772794121139,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"176","HUG_XGB",1,0,0,1,0.9,0.1,331839,931435.683285848,45067.0536190947,1.80689033924839,0.135809997074168,1.811936149488,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"177","Survey",1,0.3,0,1,0.9,0.1,331839,232818.181818182,4531.55612095732,-0.298400182563888,0.0136558877074645,0.298709369438841,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"178","LP",1,0.3,0,1,0.9,0.1,331839,911551.306396515,45298.4727540439,1.74696857933069,0.136507380850485,1.75224060549488,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"179","HUG_GLM",1,0.3,0,1,0.9,0.1,331839,914640.88973472,42105.0761115871,1.7562790682672,0.126884049528799,1.76081081665183,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"180","HUG_XGB",1,0.3,0,1,0.9,0.1,331839,941944.906511426,54183.198419329,1.83855998394229,0.163281586610763,1.84572399949579,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"181","Survey",1,0.6,0,1,0.9,0.1,331839,133001.948051948,3401.12923744704,-0.599197357598269,0.0102493354833128,0.599284132729892,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"182","LP",1,0.6,0,1,0.9,0.1,331839,916111.998159327,52260.8779661258,1.76071226757351,0.157488655541169,1.76767144544505,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"183","HUG_GLM",1,0.6,0,1,0.9,0.1,331839,923774.743056629,51203.8903494561,1.78380402260322,0.154303413249968,1.79039890498252,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"184","HUG_XGB",1,0.6,0,1,0.9,0.1,331839,994776.067536895,81292.4006306338,1.99776719293662,0.244975426729932,2.0125820697001,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"185","Survey",1,0.9,0,1,0.9,0.1,331839,33077.2727272727,1773.85709563723,-0.90032132230608,0.00534553532175914,0.900337032671302,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"186","LP",1,0.9,0,1,0.9,0.1,331839,939300.988400142,148378.742686974,1.83059251142916,0.447140760088398,1.883880159044,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"187","HUG_GLM",1,0.9,0,1,0.9,0.1,331839,991069.297471967,217387.630136485,1.98659680589674,0.655099702375204,2.09079672207766,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
"188","HUG_XGB",1,0.9,0,1,0.9,0.1,331839,1406334.17261832,401998.249227254,3.23800147848301,1.21142556850537,3.45507307644953,"&#950;<sup>sen</sup>: 0.9","&#958;<sup>sen</sup>: 0.1"
